text,labels,domain,source
"PALM BEACH, FLORIDA Reuters - U.S. President Donald Trump gave a bullish Thanksgiving address to troops overseas on Thursday, hailing progress in Afghanistan and against ISIS, and telling them they were fighting for something real, including a stock market at record highs and his promised big, beautiful fat tax cuts. Speaking in a live video teleconference from Palm Beach, Florida, with military personnel serving in Afghanistan, Iraq and elsewhere, Trump told them they were very, very special people. He called troops in Afghanistan brave, incredible fighters who had turned it around in the past three to four months. We opened it up we said go ahead, we re going to fight to win, he said. We re not fighting any more to just walk around, we are fighting to win. Trump said the Marines were inf",,General,argilla_news
"NAIROBI Reuters - Kenyan opposition leader Raila Odinga called for calm on Sunday as he visited a slum in the capital that was hit by violence when a political stand-off over a repeat presidential election fed into rising ethnic tensions. Clashes in Kawangware and in a village in western Kenya following Thursday s vote were the first signs that face-offs between Odinga supporters and the police might eventually morph into neighbors turning against each other. A country cannot be ruled by the gun. Standing here in this church we want to condemn the militarization of politics in this country, Odinga told residents in the Nairobi slum. The veteran opposition leader had boycotted the re-run of an August presidential election that was nullified by Kenya s Supreme Court on procedural grounds, le",,General,argilla_news
"WASHINGTON Reuters - Large U.S. companies and their executives helped President Donald Trump raise a record-setting 106.7 million for inauguration festivities in January, according to a U.S. government filing released on Wednesday. That tally more than doubled the prior 2009 record of 53.2 million for President Barack Obama s first inauguration, which had topped the previous 2005 record of 42.3 million for President George W. Bush, government records showed. The biggest donor by far to Trump s inauguration was Sheldon Adelson, casino magnate and founder of Las Vegas Sands Corp LVS.N . He gave 5 million, according to the 58th Presidential Inaugural Committee s filing with the Federal Election Commission. Adelson declined comment. Many of the companies that donated to Trump, a Republican, ha",,General,argilla_news
"WASHINGTON Reuters - President Donald Trump s tax reform plan came under new criticism on Tuesday from two towering Wall Street figures, including billionaire investor Warren Buffett, who called into question a Republican drive to slash the U.S. corporate rate. With the White House and top Republicans in Congress already on the defensive over claims the plan would not cut taxes for many middle-class Americans, Buffett and BlackRock Inc BLK.N Chief Executive Larry Fink suggested in separate interviews that the corporate rate may not have to be cut as deeply as proposed. We have a lot of businesses... I don t think any of them are non-competitive in the world because of the corporate tax rate, Buffett, the chairman and CEO of Berkshire Hathaway Inc BRKa.N , told CNBC. Fink said a corporate r",,General,argilla_news
"WASHINGTON Reuters - Leaders of the U.S. Senate Intelligence Committee said on Wednesday they had reached an agreement that would allow them to see memos written by former FBI Director James Comey about his meetings with President Donald Trump. Comey s relationship with Trump has been central to ongoing investigations of Russian meddling in the 2016 U.S. election and whether there was collusion between Trump associates and Moscow. Lawmakers have raised questions about whether Trump fired Comey on May 9 in order to interfere with the Russia probe. Russia has denied such assertions. Trump, a Republican, has dismissed them as sour grapes voiced by Democrats disappointed by his victory and called them a witch hunt. We have a commitment to get appropriate access to the Comey memos, Senator Mark",,General,argilla_news
"LIMA Reuters - Peru s opposition-controlled Congress ousted center-right President Pedro Pablo Kuczynski s cabinet in a vote of no-confidence early on Friday, pitching the copper-producing Andean country into its worst political crisis in years. In a gamble that will likely force him to scrap his plans to travel abroad later in the day, Kuczynski had dared Congress on Wednesday to revoke its confidence in his cabinet if it insisted on forcing out his second education minister. Under Peru s constitution, if Congress does not deliver a president a vote of confidence for his cabinets twice, the president can summon new legislative elections. But the rightwing populist opposition party Popular Force, led by Kuczynski s defeated electoral rival, Keiko Fujimori, answered Prime Minister Fernando ",,General,argilla_news
"WELLESLEY, Mass. Reuters - Hillary Clinton assailed the man who beat her to the White House, slamming as unimaginable cruelty President Donald Trump s proposal to cut 3.6 trillion in government spending over the next decade in a speech on Friday. The defeated Democratic candidate did not name the Republican president in her remarks to the graduating class at her alma mater, Wellesley College. But she took several veiled swipes at the businessman-turned-politician, whose budget proposal earlier this week proposed sharp cuts in programs for healthcare and food assistance. Look at the budget that was just proposed in Washington. It is an attack of unimaginable cruelty on the most vulnerable among us, Clinton told a crowd at the all-women s college, located in Boston s suburbs. It grossly unde",,General,argilla_news
"SYDNEY Reuters - Australia s second-largest state on Wednesday took another step towards adopting a law allowing voluntary assisted dying for terminally ill patients. Any resident of Victoria state over 18, with a terminal illness and with less than six months to live can request a lethal dose of medication under the new legislation. Assisted dying will remain illegal in Australia s other five states. In a vote in Victoria s upper house, 22 of 40 senators supported the legislation. The legislation required amendments to pass the upper house, including halving the time frame for eligible patients to access the scheme, reduced from 12 months to live to six months to live. The amendments must be approved by the lower house before becoming law. The legislation is not expected to be opposed. Th",,General,argilla_news
"WASHINGTON OSLO Reuters - The United States remains committed to the principles and goals of the global transparency initiative to fight corruption in managing revenues from oil, gas and mineral extraction, it said on Wednesday. There were doubts about U.S. participation in the Extractive Industries Transparency Initiative EITI after Congress killed the resource extraction rule that required companies such as Exxon Mobil to disclose taxes and other fees paid to foreign governments, such as Russia. The EITI, which was founded in 2003, and which the U.S. joined in 2014, sets a global standard for governments to disclose their revenues from oil, gas, and mining assets, and for companies to report payments made to obtain access to publicly owned resources, as well as other donations. The U.S. ",,General,argilla_news
"BERLIN Reuters - U.S. President Donald Trump s expected move to de-certify the international nuclear deal with Iran is driving a wedge between Europe and the United States and bringing Europeans closer to Russia and China, Germany said on Thursday. German Foreign Minister Sigmar Gabriel has spoken out repeatedly against Trump s likely step, but his latest comments aimed to spell out the impact it would have in starker terms. It s imperative that Europe sticks together on this issue, Gabriel, a Social Democrat, told the RND German newspaper group. We also have to tell the Americans that their behavior on the Iran issue will drive us Europeans into a common position with Russia and China against the USA. Trump is seen unveiling a broad strategy on confronting Iran this week, likely on Friday",,General,argilla_news
"ISTANBUL Reuters - President Tayyip Erdogan will discuss with Tehran their response to the Iraqi Kurdish independence referendum when he visits Iran next week with the Turkish chief of staff, Prime Minister Binali Yildirim said on Monday. Yildirim s comments, in an interview broadcast on multiple Turkish television channels, came after Erdogan spoke by phone on Sunday with Iranian President Hassan Rouhani and voiced concern that the referendum will cause regional chaos. Erdogan is due to visit Iran on Oct. 4.",,General,argilla_news
"Reuters - The U.S. Consumer Financial Protection Bureau s director defended himself in Congress on Wednesday against a barrage of Republican criticism over everything from the agency s handling of the Wells Fargo accounts scandal to the way he has personally managed his job. Appearing before the House Financial Services Committee, Richard Cordray, got coy when asked whether he would finish his term, which expires in July 2018. Republicans on the committee and elsewhere have pushed for President Trump to fire him, and Cordray is widely rumored to be a possible Ohio gubernatorial candidate in 2018. Cordray, who has headed the agency since 2012 when he was appointed by former President Barack Obama, has declined to step down since President Donald Trump took office. He did not say whether he ",,General,argilla_news
"WASHINGTON Reuters - In less than three months, President Donald Trump s nominee to the U.S. Supreme Court, Justice Neil Gorsuch, is already staking out ground on the court s right, adding his voice to the biggest controversies including Trump s travel ban targeted at six Muslim-majority countries, gun control, religious rights and gay rights. In a flurry of activity at the court on Monday, Gorsuch showed his inclination to rule from a spot occupied by fellow conservative Justice Clarence Thomas. At a minimum, he is so far living up to Trump s claim that he would be a conservative in the mold of the man he replaced, Justice Antonin Scalia, who died last year. Thomas, appointed by President George H.W. Bush in 1991, is seen by legal experts as the most conservative of the nine justices and ",,General,argilla_news
"WASHINGTON Reuters - Four Republican members of Congress on Monday urged U.S. auto safety regulators to convene an industry-wide effort to prevent possible attacks on computer systems in vehicles. The lawmakers addressed their concerns in a letter to the U.S. National Highway Traffic Safety Administration. While there have been no reported cases of vehicle hacking, researchers have shown they could take remote control of vehicle functions such as car horns, brakes and power steering. The letter cited work published in August by Wired magazine by two researchers who were able to force a Fiat Chrysler Automobiles NV 2014 Jeep SUV to perform in an erratic and unsafe manner after accessing its on-board diagnostics OBD port. Automakers have been required to install the port in all vehicles sinc",,General,argilla_news
"ROME TRIPOLI Reuters - Italy wants Libya s coastguard to take responsibility within three years for intercepting migrants across about a tenth of the Mediterranean even as Libyan crews struggle to patrol their own coast and are accused of making deadly mistakes at sea. Six years after the revolution that overthrew Muammar Gaddafi, Libya is split between rival governments in the east and west while ports and beaches are largely in the hands of armed groups. For a graphic on Italy's handover of sea rescues to Libya, click tmsnrt.rs 2o1wLC6 Migrant smuggling has flourished, with more than 600,000 making the perilous journey across the central Mediterranean in four years. Migrants transiting through Libya often endure appalling conditions, including rape, torture and forced labor. The Italian ",,General,argilla_news
"MOSCOW Reuters - No firm date has been set yet for a Congress of Syria s peoples proposed by Russia, the Kremlin said on Tuesday, stressing that such a forum should be as inclusive as possible. There is no clarity yet on the date , no one is setting a task for himself to adjust this event to the New Year holidays or after them, Kremlin spokesman Dmitry Peskov told a conference call with reporters. The main thing is to properly prepare and agree the lists of the participants - this is precisely the hardest part of it.",,General,argilla_news
"KABUL Reuters - A suicide bomb attack in the Afghan capital near a meeting of supporters of an influential regional leader on Thursday killed at least nine people and wounded many, the interior ministry said. Islamic State claimed responsibility, according to Amaq, its official news agency. The Taliban denied involvement. Atta Mohammad Noor, governor of the northern province of Balkh and a leader of the mainly ethnic Tajik Jamiat-i-Islami party, was not at the meeting at the time of the attack, members of the party said. Political tensions are rising as politicians have begun jockeying for position ahead of presidential elections expected in 2019 and thousands of civilians have been killed in attacks this year. The bomber approached the hotel hosting the gathering on foot but was spotted b",,General,argilla_news
"Karachi, Pakistan Reuters - Pakistan has appointed an economist, who was recently chairman of the board of investment, to take charge of the finance ministry after the former minister was relieved of his duties amid accusations of corruption. Miftah Ismail has been made an adviser to the prime minister for finance, with the status of a federal minister, the government said in a notification. Although I will have stewardship of the Ministry of Finance for only 5 months, the prime minister has tasked me to help him implement a very ambitious agenda, Ismail said in a post on Twitter. He was referring to general election due next year and widely expected in May, though no date has been fixed. The former fiance minister, Ishaq Dar, was relieved of his portfolio on Nov. 22 amid mounting headwind",,General,argilla_news
"PARIS Reuters - French President Emmanuel Macron will set out plans for reforming the European Union on Tuesday, including proposals for a separate eurozone budget, despite a German election result that is likely to complicate his far-reaching ambitions. German Chancellor Angela Merkel s conservatives saw their support slide in Sunday s election, though they remain the biggest parliamentary bloc. She is expected to seek a coalition with the liberal Free Democrats FDP - who have criticized Macron s ideas for Europe - and the Greens. Elysee officials said Macron, who has promised sweeping reforms to Europe s monetary union in coordination with Merkel, hoped the issues to be raised in his speech would be taken into account in Germany s coalition negotiations. One Elysee official said a eurozo",,General,argilla_news
"WARSAW Reuters - Polish lawmakers from the ruling right-wing Law and Justice PiS party initially approved on Friday a bill changing the electoral system that the opposition denounced as threatening the fairness of elections. The bill, which would replace all current members of a body responsible for conducting and overseeing elections, will now be sent to a parliamentary committee for further works.",,General,argilla_news
"JOHANNESBURG Reuters - South African President Jacob Zuma on Tuesday asked the High Court to set aside a report by the anti-corruption watchdog on alleged influence-peddling in his government, saying he would instead set up a commission of inquiry into the allegations. The court has been hearing a case brought by Zuma who had challenged the right of the report s author, South Africa s anti-graft agency known as Public Protector, to call for a judicial inquiry to investigate the allegations. Zuma, 75, who previously described the State of Capture report as unfair in parliament, said setting up such an inquiry was his prerogative. The report published a year ago recommended a judicial investigation into allegations of systemic corruption by Zuma, some of his ministers and heads of state-owne",,General,argilla_news
"LUBUMBASHI, Democratic Republic of Congo Reuters - The U.N. peacekeeping mission in Congo on Monday condemned the arrest of about 30 opposition members amid a crackdown on dissent by President Joseph Kabila s government. The arrests occurred in the southeastern city of Lubumbashi on Sunday when police broke up a meeting by the Union for Democracy and Social Progress UDPS party on the eve of a return to the city of opposition leader Felix Tshisekedi, party members told Reuters. Such security incidents are threatening to spiral out of control in Africa s largest copper producer because of Kabila s refusal to hold elections when his presidential mandate expired nearly a year ago. From now, we no longer consider Joseph Kabila as president, Tshisekedi told journalists on Monday in Lubumbashi, w",,General,argilla_news
"BERLIN Reuters - Germany s three would-be coalition partners went deep into overtime in talks on Saturday as they sought enough common ground in climate and migration policy to form a government and stave off the prospect of a repeat election. Incumbent chancellor Angela Merkel s only realistic hope of securing a fourth term after suffering losses in September s election is an awkward three-way conservative-liberal-Green alliance. But after four weeks of talks, the parties remained far apart as they adjourned for the night. The biggest sticking points are climate change, where the Greens want emissions cuts that the other parties see as economically ruinous, and immigration, where Merkel s arch-conservative allies in Bavaria insist on stricter rules. With the pro-business, tax-cutting Free",,General,argilla_news
"WASHINGTON Reuters - Benjamin Netanyahu s first Trump-era Washington visit offers a chance to repair ties to Democrats that frayed during years of chilly relations under the Obama administration, but many party members said they do not expect much improvement given the Israeli prime minister s close alignment with Republicans. There s a lot of mending of fences that has to happen between the Netanyahu government and a lot of Democrats who feel like he unnecessarily politicized the U.S.-Israeli relationship, Democratic Senator Chris Murphy, a Senate Foreign Relations Committee member, said in a telephone interview. The low point came in March 2015 when Netanyahu sidestepped the White House and State Department to arrange a speech to the Republican-led Congress opposing the international nuc",,General,argilla_news
"WASHINGTON Reuters - A U.S. Senate panel has issued a subpoena to force Paul Manafort, a former campaign manager to President Donald Trump, to appear at a hearing on Wednesday as part of its probe into Russia s role in the 2016 presidential election. The Republican chairman of the Senate Judiciary Committee, Charles Grassley, and the top Democrat on the panel, Dianne Feinstein, said the subpoena was issued late on Monday after Manafort did not agree to an interview. While we were willing to accommodate Mr. Manafort s request to cooperate with the committee s investigation without appearing at Wednesday s hearing, we were unable to reach an agreement for a voluntary transcribed interview with the Judiciary Committee, they said in a statement on Tuesday. They said Manafort was willing to pro",,General,argilla_news
"SANTIAGO Reuters - Billionaire conservative Sebastian Pinera will begin a second term as Chile s president in March with a strong mandate after trouncing his center-left opponent in Sunday s election, and local markets soared on hopes of more investor-friendly policies. Still, Pinera will face a divided Congress and an upstart leftist coalition that has promised to fight his plans to lower taxes and refine the progressive policies undertaken by outgoing center-left President Michelle Bachelet. Pinera s previous stint as president, from 2010 to 2014, was marked by huge student protests. Speaking to reporters after meeting with Bachelet on Monday, Pinera struck a tone of unity, saying he would work to form a broad cabinet, of continuity and change. Chile s peso strengthened more than 2 perce",,General,argilla_news
"Reuters - Below are people mentioned as contenders for senior roles as U.S. President-elect Donald Trump works to form his administration before taking office on Jan. 20, according to Reuters sources and media reports. Trump has already named a number of people for other top jobs in his administration. Mitt Romney, 2012 Republican presidential nominee and former Massachusetts governor Rudy Giuliani, Republican former mayor of New York City Bob Corker, Republican U.S. senator from Tennessee and chairman of the Senate Foreign Relations Committee David Petraeus, retired general and former CIA director who pleaded guilty to mishandling classified information that he shared with his biographer, who he was having an affair with Jon Huntsman, former Republican Utah governor and ambassador to Chin",,General,argilla_news
"BRUSSELS Reuters - European Council President Donald Tusk said on Tuesday that it was up to Britain to determine if there was to be a good deal or no deal in Brexit talks. We have managed to build and maintain unity among the 27, but ahead of us is still the toughest stress test. If we fail it, the negotiations will end in our defeat. We must keep our unity regardless of the direction of the talks. The EU will be able to rise to every scenario as long as we are not divided, Tusk, who chairs summits of EU leaders, told the European Parliament. It is in fact up to London how this will end, with a good deal, no deal or no Brexit but in each of these scenarios we will protect our common interests only by being together, he said.",,General,argilla_news
"WASHINGTON Reuters - There is no information that Russian hacking of American political organizations was aimed at affecting the outcome of the 2016 presidential election, U.S. Republican Senator John McCain said Monday. McCain s comment contrasted with an assertion by a senior U.S. intelligence official that American intelligence agencies concluded with high confidence that not only did their Russian counterparts direct the hacking of Democratic Party organizations and leaders, but did so to undermine Democratic candidate Hillary Clinton. It s obvious that the Russians hacked into our campaigns, McCain said in a Reuters interview. But there is no information that they were intending to affect the outcome of the election, and that s why we need a congressional investigation.",,General,argilla_news
"CAIRO Reuters - Wheat shipments to Egypt, the world s largest buyer, are being disrupted by a dispute involving government inspectors angered by a ban on the expenses-paid foreign trips they once enjoyed to approve cargoes at their ports of origin. Those trips, funded by exporters, have been canceled as part of Egypt s efforts to streamline imports worth more than 1 billion a year. Traders say the new system has backfired as inspectors are now rejecting cargoes at Egyptian ports on arbitrary and unpredictable grounds. There is more to the problem than erratic policies and red tape, according to interviews with grains traders, agriculture quarantine inspectors, government officials, and a review of inspection documents. According to these sources, difficulties for importers are rather the r",,General,argilla_news
"BERLIN Reuters - Wolfgang Schaeuble s decision to step aside as German finance minister has given the Free Democratic Party what it has long craved the chance to shape policy from the most coveted perch in Chancellor Angela Merkel s next coalition government. However the opportunity also presents the party with a conundrum. FDP leader Christian Lindner has signaled for months that he would prefer to lead the business-friendly party in parliament rather than take a cabinet job under Merkel. If Lindner sticks to his stance then the FDP, which is returning to parliament after a four-year hiatus, must find someone else to fill one of the most important positions in international economic and financial policy. The person who replaces Schaeuble could also carry the prestigious title of vice chan",,General,argilla_news
"Reuters - Republicans in the U.S. Senate were dealt another blow in their effort to repeal Obamacare on Friday when the keeper of the Senate s rules said certain provisions in their healthcare bill, such as defunding Planned Parenthood, could not be included. The Senate parliamentarian determined some provisions in the Better Care Reconciliation Act violate the Byrd Rule that requires backers to be able to muster 60 votes, according to a memo posted on the Senate Committee on the Budget website. Republicans, who control the Senate with a slim 52-seat majority, are unlikely to be able to round up that many votes for key provisions in the bill to repeal former President Barack Obama s Affordable Care Act known as Obamacare. Affected would be the provision to defund Planned Parenthood, two pr",,General,argilla_news
"LIMA Reuters - Brazilian builder Odebrecht ODBES.UL said Saturday that its recently-disclosed business ties to embattled Peruvian President Pedro Pablo Kuczynski were not part of the corrupt deals it struck with politicians that it has acknowledged to prosecutors. The assertion might strengthen Kuczynski s bid to survive a vote to remove him from office on Thursday in the opposition-ruled Congress over allegations he took bribes from Odebrecht, which is at the center of Latin America s biggest graft scandal. Earlier this week, Odebrecht sent Congress a requested report detailing deposits totaling 4.8 million that it paid to two companies owned by Kuczynski or a close business associate of his for financial and advising services. Kuczynski, who previously denied any links to the company, ha",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump declared the opioid crisis a public health emergency on Thursday, stopping short of a national emergency declaration he promised months ago that would have freed up more federal money. Responding to a growing problem, particularly in rural areas, Trump s declaration will redirect federal resources and loosen regulations to combat opioid abuse, senior administration officials said. But it does not result in more money to combat the crisis. Some critics, including Democratic lawmakers, said the declaration was meaningless without additional funding. Republican lawmakers called the president s declaration an important step in combating the crisis. This epidemic is a national health emergency, Trump, a Republican, said at the White House. As Ame",,General,argilla_news
"LONDON Reuters - The number of people arrested in Britain on suspicion of terrorism offences rocketed by 68 percent in the last year to the highest figure on record during a period when the country suffered four deadly attacks, figures showed on Thursday. Statistics from the Home Office interior ministry showed there were 379 arrests in the year to June, up from 226 from the 12 previous months, and the most since 2001 when the data began to be collected. Britain is on its second-highest threat level, severe , meaning an attack is highly likely and 36 people were killed in terrorist incidents in the first six months of 2017. Among the arrests, 12 came after an attack in March on London s Westminster Bridge when a man drove a car into pedestrians killing four, before he stabbed a policeman t",,General,argilla_news
"RAMALLAH, West Bank Reuters - Palestinian President Mahmoud Abbas on Wednesday demanded a halt to Israeli settlement expansion in occupied territory and said he was committed to a two-state solution to the conflict with Israel after U.S. President Donald Trump suggested he could be open to alternatives. Abbas s office issued a statement after Trump and Israeli Prime Minister Benjamin Netanyahu spoke at a news conference in Washington before a meeting. At the news conference, Trump said to Netanyahu I d like to see you pull back on settlements for a little bit. But Trump also dropped U.S. insistence on a two-state solution, a longstanding bedrock of Middle East policy, upending a position embraced by successive administrations and the international community and a U.S. commitment to the eve",,General,argilla_news
"HABUR, Turkey Reuters - Turkish President Tayyip Erdogan threatened on Monday to cut off the pipeline that carries oil from northern Iraq to the outside world, intensifying pressure on the Kurdish autonomous region over its independence referendum. Erdogan spoke shortly after Prime Minister Binali Yildirim said Ankara could take punitive measures involving borders and air space against the Kurdistan Regional Government KRG over the referendum and would not recognize the outcome. Voting began on Monday despite strong opposition from Iraq s central government and neighboring Turkey and Iran - both with significant Kurdish populations - as well as Western warnings the move could aggravate Middle East instability. Erdogan, grappling with a long-standing Kurdish insurgency in Turkey s southeast",,General,argilla_news
"WASHINGTON Reuters - The White House expects the U.S. Congress to soon waive a rule known as Paygo that could trigger deep spending cuts in areas such as Medicare and agriculture in order to cover the costs of the recently passed tax overhaul, a White House official said on Wednesday. Congress will likely waive the rule, which requires the Senate to find offsets for the large tax cuts in the bill, through the spending resolution it must soon pass in order to keep the government open, the official added. The official said the Internal Revenue Service, the country s tax agency, can immediately begin implementing changes called for in the 1.5 trillion overhaul of the U.S. tax code and does not need to wait for President Donald Trump to sign the bill into law.",,General,argilla_news
"WASHINGTON Reuters - Republican Donald Trump s presidential election victory all but dooms major Obama administration initiatives that are already tied up in legal challenges and gives him the chance to appoint a pivotal fifth conservative justice on the U.S. Supreme Court. Democratic President Barack Obama s signature 2010 healthcare law, his plan to combat climate change, his executive action on immigration, his transgender rights policy and other issues were challenged in court by Republicans and industry groups. For a graphic on legal challenges to major Obama initiatives click tmsnrt.rs 2eznafM A Trump administration could decide no longer to defend the policies in court after Trump takes office on Jan. 20. In addition, Trump and the incoming Republican-led Congress could simply repea",,General,argilla_news
"LONDON Reuters - Foreign secretary Boris Johnson said on Monday that a key proviso of a 100-year old British declaration which laid the foundations for Israel had not been fully met, striking a sympathetic tone towards the Palestinians. Israeli Prime Minister Benjamin Netanyahu is due to travel to Britain on Thursday to meet his British counterpart Theresa May and Johnson for the anniversary of the Balfour declaration which said Britain viewed with favor the establishment in Palestine of a national home for the Jewish people . Palestinians have long condemned the declaration - named after Arthur Balfour, then the British foreign secretary - as a promise by Britain to hand over land that it did not own. In an article written for the Daily Telegraph newspaper ahead of Netanyahu s visit, John",,General,argilla_news
"WASHINGTON Reuters - Homeland Security chief John Kelly told a congressional panel on Tuesday he should have delayed U.S. President Donald Trump s travel ban on people from seven Muslim-majority countries and on all refugees so he could brief Congress on the executive order. The temporary ban ignited international protests as the United States revoked 60,000 visas and detained some travelers who landed in the United States unaware the order had been signed while they were in flight. The desire was to get it out quick so that potentially people that might be coming here to harm us would not take advantage of some period of time that they could jump on an airplane and get here, Kelly told the House of Representatives Committee on Homeland Security. Kelly took the blame for not briefing Congr",,General,argilla_news
"WASHINGTON Reuters - CIA Director John Brennan on Sunday offered a stern parting message for Donald Trump days before the Republican U.S. president-elect takes office, cautioning him against loosening sanctions on Russia and warning him to watch what he says. Brennan rebuked Trump for comparing U.S. intelligence agencies to Nazi Germany in comments by the outgoing CIA chief that reflected the extraordinary friction between the incoming president and the 17 intelligence agencies he will begin to command once he takes office on Friday. In an interview with Fox News Sunday, Brennan questioned the message sent to the world if the president-elect broadcasts that he does not have confidence in the United States own intelligence agencies. What I do find outrageous is equating the intelligence com",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump said on Saturday that he will ask the Republican-controlled Congress to further speed up its efforts to overhaul the U.S. tax code, citing the potential impact of Hurricane Irma as a reason to hasten reforms. I think now with what s happened with the hurricane, I m going to ask for a speedup. I wanted a speedup anyway, but now we need it even more so, the president said at the outset of a Cabinet meeting at Camp David. The White House released a video of his remarks. Trump urged Congress in a Friday tweet not to wait until the end of September for tax legislation.",,General,argilla_news
"WASHINGTON Reuters - U.S. President Donald Trump on Wednesday defended his eldest son as innocent following emails that showed Donald Trump Jr. welcomed Russian help against his father s rival in the 2016 presidential election, deepening the controversy over purported Russian meddling. Trump Jr. released a series of emails on Tuesday that revealed he had eagerly agreed to meet a woman he was told was a Russian government lawyer who might have damaging information about Democratic rival Hillary Clinton as part of Moscow s official support for his father. Trump Jr., in a Fox News television interview Tuesday, said In retrospect, I probably would have done things a little differently. The president, after initially releasing a statement calling his son high-quality, on Wednesday praised the T",,General,argilla_news
"NEW YORK Reuters - New York and California s Democratic governors said on Friday residents would face hefty tax increases and some would leave their states under a proposal in the Republican tax plan that would eliminate state and local tax SALT deductions on federal income tax. Andrew Cuomo of New York and Jerry Brown of California spoke in a joint conference call a day after the Republican-controlled U.S. House of Representatives passed a measure that advanced President Donald Trump s tax plan. Republican leaders have sketched out an outline of the tax measures that would eliminate the tax break, although detailed legislation will not be unveiled until next Wednesday. If the SALT deduction were eliminated the tax package would disproportionately hit residents of states that have high inc",,General,argilla_news
"NEW YORK Reuters - Puerto Rico s debt crisis, if left unaddressed by the U.S. Congress where legislation has stalled in the House Natural Resources Committee, will result in the need to pay for a humanitarian aid package, Congressman Raul Grijalva said on Thursday. Grijalva, the ranking Democrat on the HNRC from Arizona, said in a teleconference with reporters that it is an either or situation as Puerto Rico faces 70 billion in debt it cannot pay off and a growing humanitarian crisis because it cannot afford maintaining basic social services. Either we begin this process, stabilize, create some carve out opportunities for essential services and or wait for the crisis to get worse and then have to respond with humanitarian relief, Grijalva said, adding that a new draft of the bill had not b",,General,argilla_news
"NEW YORK Reuters - Hillary Clinton led Republican Donald Trump by 6 percentage points among likely voters, according to a Reuters Ipsos daily tracking poll released on Wednesday, the same advantage the Democratic presidential nominee held before an FBI announcement that reignited the controversy about her email practices. The Oct. 28-Nov. 1 opinion poll was conducted almost entirely after FBI Director James Comey notified Congress last Friday his agency would examine newly discovered emails that might pertain to Clinton s use of a private email server while she was secretary of state. Comey said he did not know whether the emails were significant and released no information other than that they existed. His announcement drew outrage from Democrats who voiced concern it would unfairly influ",,General,argilla_news
"PHNOM PENH Reuters - Critics of Cambodian Prime Minister Hun Sen have grown used to following upstart news service Fresh News to find out what the government s next target might be. From treason accusations against detained opposition leader Kem Sokha to the tax demand against the now-shuttered Cambodia Daily to allegations against the recently expelled U.S. National Democratic Institute, it was on Fresh News first. Its rise, just as pressure is growing on more critical media, reflects a shift in control of information in the run-up to next year s general election at the same time as a crackdown on Hun Sen s opponents. If any news needs to be reported, I may contact the prime minister or the prime minister may contact me, 37-year-old Fresh News chief executive Lim Chea Vutha told Reuters. ",,General,argilla_news
"ISTANBUL Reuters - President Tayyip Erdogan said there was no problem with Turkey s planned purchase of Russian S-400 surface-to-air missile systems and talks have also been held on the S-500 system, Haberturk and other newspapers reported on Friday. His Foreign Minister Mevlut Cavusoglu was quoted on Monday as saying NATO member Turkey could seek a deal to acquire a missile defense system with another country if Russia does not agree to joint production of the defense shield. Speaking to reporters as he returned on his plane from a trip to Ukraine and Serbia, Erdogan said there would be no joint production in the first stage of S-400 purchases, but in the second stage God willing we will take joint production steps , Haberturk reported. In our talks with Russia President Vladimir Putin we",,General,argilla_news
"NEW YORK BOSTON Reuters - Largely united in their dislike of Republican presidential candidate Donald Trump, some ultra-wealthy U.S. investors who play in conservative politics are warily weighing their choices, torn between third-party candidates, simply focusing on down-ballot contests or even voting for Democrat Hillary Clinton. As Clinton s lead over Trump has grown in opinion polls, some hedge fund managers who have traditionally donated big money to Republican presidential candidates see the congressional elections as their best hope. Stanley Druckenmiller, one of the best-performing hedge fund managers of all time, told Reuters he had recently given to Republican candidates for Congress in the hope of creating a firewall against Clinton s economic policies, including more government",,General,argilla_news
"WASHINGTON Reuters - U.S. House of Representatives Speaker Paul Ryan on Thursday urged President Donald Trump s eldest son to testify to a congressional committee about alleged links between Trump s team and Russia in the 2016 presidential election campaign. I think any witness who s been asked to testify in Congress should do that, Ryan said at a news conference. Senate Judiciary Committee Chairman Charles Grassley, a Republican, plans to send a letter on Thursday to Donald Trump Jr. to ask him to testify before his committee in a public session, CNN reported. If he appeared before the panel, Trump s son would be the highest member of the Republican president s inner circle of relatives and White House aides to testify in Congress about the Russia allegations. Accusations that Moscow inte",,General,argilla_news
"Reuters - The U.S. Congress is hurtling toward some major deadlines on tax legislation, the budget and other policies. Some of the deadlines are hard and some are soft as the end of 2017 approaches. Here is the Capitol Hill outlook for what promises to be a turbulent few weeks. MONDAY, NOV. 27 President Donald Trump discusses a tax overhaul over lunch with Senate Finance Committee Chairman Orrin Hatch, the Republican-controlled chamber s top tax writer, and four other Republican members of Hatch s panel John Cornyn, Rob Portman, Pat Toomey and Tim Scott. Senate reconvenes after a week-long holiday break. TUESDAY, NOV 28 Trump joins Senate Republicans at their weekly policy luncheon to urge quick passage of tax legislation. Trump also meets with Republican and Democratic leaders of both the",,General,argilla_news
